# Engine name: 
# Sat May 25 10:25:08 2019
#
#************************************************************************************************************************************************************************************
# Results of nested analysis
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# Ratio, O/F     pc, psi  Nozzle inl  Nozzle exi  rho, kg/m^       Tc, K           M       gamma           k     c*, m/s   Is opt, s   Is vac, s      Cf opt      Cf vac    c.factor 
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     2.4000    440.0000      0.0000      1.0000    674.1198   3028.7816     17.9469      1.1825      1.1746   1792.6662    261.5814    291.0802      1.4718      1.6293      0.9535 
     2.4000    450.0000      0.0000      1.0000    674.1198   3029.8762     17.9487      1.1827      1.1749   1793.1795    262.2860    291.5872      1.4753      1.6317      0.9537 
     2.4000    460.0000      0.0000      1.0000    674.1198   3030.9411     17.9505      1.1828      1.1751   1793.6807    262.9714    292.0813      1.4787      1.6341      0.9539 
     2.4000    470.0000      0.0000      1.0000    674.1198   3031.9778     17.9522      1.1830      1.1753   1794.1702    263.6387    292.5630      1.4820      1.6363      0.9541 
     2.4000    480.0000      0.0000      1.0000    674.1198   3032.9875     17.9539      1.1832      1.1755   1794.6486    264.2882    293.0325      1.4852      1.6386      0.9542 
     2.4000    490.0000      0.0000      1.0000    674.1198   3033.9714     17.9555      1.1833      1.1758   1795.1164    264.9208    293.4905      1.4883      1.6408      0.9544 
     2.4000    500.0000      0.0000      1.0000    674.1198   3034.9307     17.9571      1.1835      1.1760   1795.5740    265.5373    293.9372      1.4914      1.6429      0.9546 
     2.4000    510.0000      0.0000      1.0000    674.1198   3035.8664     17.9587      1.1836      1.1762   1796.0219    266.1383    294.3734      1.4943      1.6449      0.9547 
     2.4000    520.0000      0.0000      1.0000    674.1198   3036.7796     17.9602      1.1838      1.1764   1796.4603    266.7248    294.7994      1.4972      1.6470      0.9549 
     2.4000    530.0000      0.0000      1.0000    674.1198   3037.6711     17.9617      1.1839      1.1766   1796.8899    267.2971    295.2156      1.5000      1.6489      0.9551 
     2.4000    540.0000      0.0000      1.0000    674.1198   3038.5419     17.9632      1.1841      1.1768   1797.3107    267.8559    295.6225      1.5027      1.6509      0.9552 
     2.4000    550.0000      0.0000      1.0000    674.1198   3039.3928     17.9646      1.1842      1.1770   1797.7233    268.4019    296.0205      1.5054      1.6527      0.9554 
     2.4000    560.0000      0.0000      1.0000    674.1198   3040.2246     17.9660      1.1844      1.1771   1798.1278    268.9355    296.4099      1.5080      1.6546      0.9555 
     2.4000    570.0000      0.0000      1.0000    674.1198   3041.0381     17.9674      1.1845      1.1773   1798.5247    269.4572    296.7910      1.5106      1.6564      0.9557 
     2.4000    580.0000      0.0000      1.0000    674.1198   3041.8339     17.9687      1.1846      1.1775   1798.9141    269.9674    297.1640      1.5131      1.6581      0.9558 
     2.4000    590.0000      0.0000      1.0000    674.1198   3042.6126     17.9700      1.1848      1.1777   1799.2964    270.4667    297.5294      1.5155      1.6599      0.9560 
     2.4000    600.0000      0.0000      1.0000    674.1198   3043.3750     17.9713      1.1849      1.1778   1799.6718    270.9559    297.8879      1.5179      1.6616      0.9561 
     2.4000    610.0000      0.0000      1.0000    674.1198   3044.1216     17.9725      1.1850      1.1780   1800.0405    271.4349    298.2392      1.5203      1.6632      0.9563 
     2.4000    620.0000      0.0000      1.0000    674.1198   3044.8531     17.9737      1.1851      1.1782   1800.4028    271.9042    298.5837      1.5226      1.6648      0.9564 
     2.4000    630.0000      0.0000      1.0000    674.1198   3045.5698     17.9749      1.1853      1.1783   1800.7589    272.3641    298.9216      1.5248      1.6664      0.9565 
     2.4000    640.0000      0.0000      1.0000    674.1198   3046.2723     17.9761      1.1854      1.1785   1801.1089    272.8148    299.2531      1.5270      1.6680      0.9567 
     2.4000    650.0000      0.0000      1.0000    674.1198   3046.9612     17.9773      1.1855      1.1787   1801.4531    273.2568    299.5784      1.5292      1.6695      0.9568 
     2.4000    660.0000      0.0000      1.0000    674.1198   3047.6369     17.9784      1.1856      1.1788   1801.7917    273.6906    299.8980      1.5313      1.6710      0.9569 
     2.4000    670.0000      0.0000      1.0000    674.1198   3048.2998     17.9795      1.1857      1.1790   1802.1248    274.1164    300.2120      1.5333      1.6725      0.9571 
     2.4000    680.0000      0.0000      1.0000    674.1198   3048.9503     17.9806      1.1858      1.1791   1802.4526    274.5342    300.5203      1.5354      1.6739      0.9572 
     2.4000    690.0000      0.0000      1.0000    674.1198   3049.5888     17.9817      1.1860      1.1793   1802.7753    274.9445    300.8234      1.5374      1.6753      0.9573 
     2.4000    700.0000      0.0000      1.0000    674.1198   3050.2158     17.9827      1.1861      1.1794   1803.0930    275.3474    301.1212      1.5393      1.6767      0.9574 
     2.4000    710.0000      0.0000      1.0000    674.1198   3050.8315     17.9838      1.1862      1.1796   1803.4059    275.7432    301.4140      1.5412      1.6781      0.9576 
     2.4000    720.0000      0.0000      1.0000    674.1198   3051.4364     17.9848      1.1863      1.1797   1803.7141    276.1321    301.7019      1.5431      1.6794      0.9577 
     2.4000    730.0000      0.0000      1.0000    674.1198   3052.0307     17.9858      1.1864      1.1798   1804.0177    276.5143    301.9850      1.5450      1.6808      0.9578 
     2.4000    740.0000      0.0000      1.0000    674.1198   3052.6148     17.9868      1.1865      1.1800   1804.3169    276.8899    302.2635      1.5468      1.6821      0.9579 
     2.4000    750.0000      0.0000      1.0000    674.1198   3053.1889     17.9877      1.1866      1.1801   1804.6118    277.2593    302.5375      1.5486      1.6833      0.9580 
     2.4000    760.0000      0.0000      1.0000    674.1198   3053.7535     17.9887      1.1867      1.1802   1804.9025    277.6226    302.8071      1.5503      1.6846      0.9581 
     2.4000    770.0000      0.0000      1.0000    674.1198   3054.3086     17.9896      1.1868      1.1804   1805.1892    277.9799    303.0725      1.5521      1.6858      0.9583 
     2.4000    780.0000      0.0000      1.0000    674.1198   3054.8547     17.9905      1.1869      1.1805   1805.4719    278.3315    303.3339      1.5538      1.6870      0.9584 
     2.4000    790.0000      0.0000      1.0000    674.1198   3055.3920     17.9914      1.1870      1.1806   1805.7507    278.6776    303.5913      1.5554      1.6882      0.9585 
     2.4000    800.0000      0.0000      1.0000    674.1198   3055.9207     17.9923      1.1871      1.1807   1806.0258    279.0184    303.8450      1.5571      1.6894      0.9586 
     2.4500    150.0000      0.0000      1.0000    677.7931   3008.2395     18.0582      1.1711      1.1581   1771.4157    222.6347    264.9168      1.2720      1.4979      0.9449 
     2.4500    160.0000      0.0000      1.0000    677.7931   3012.5344     18.0654      1.1716      1.1588   1773.1037    225.4296    266.7547      1.2864      1.5071      0.9454 
     2.4500    170.0000      0.0000      1.0000    677.7931   3016.5304     18.0722      1.1720      1.1595   1774.6806    228.0019    268.4587      1.2995      1.5156      0.9459 
     2.4500    180.0000      0.0000      1.0000    677.7931   3020.2634     18.0784      1.1724      1.1601   1776.1597    230.3835    270.0474      1.3117      1.5234      0.9464 
     2.4500    190.0000      0.0000      1.0000    677.7931   3023.7632     18.0843      1.1728      1.1606   1777.5521    232.5960    271.5319      1.3229      1.5308      0.9468 
     2.4500    200.0000      0.0000      1.0000    677.7931   3027.0552     18.0899      1.1731      1.1612   1778.8669    234.6595    272.9237      1.3334      1.5376      0.9472 
     2.4500    210.0000      0.0000      1.0000    677.7931   3030.1606     18.0951      1.1735      1.1617   1780.1121    236.5927    274.2342      1.3432      1.5440      0.9476 
     2.4500    220.0000      0.0000      1.0000    677.7931   3033.0978     18.1000      1.1738      1.1622   1781.2944    238.4091    275.4713      1.3524      1.5501      0.9480 
     2.4500    230.0000      0.0000      1.0000    677.7931   3035.8826     18.1047      1.1741      1.1627   1782.4196    240.1205    276.6417      1.3611      1.5558      0.9483 
     2.4500    240.0000      0.0000      1.0000    677.7931   3038.5288     18.1092      1.1744      1.1631   1783.4928    241.7377    277.7522      1.3692      1.5613      0.9487 
     2.4500    250.0000      0.0000      1.0000    677.7931   3041.0484     18.1134      1.1747      1.1636   1784.5184    243.2696    278.8079      1.3769      1.5664      0.9490 
     2.4500    260.0000      0.0000      1.0000    677.7931   3043.4518     18.1175      1.1750      1.1640   1785.5004    244.7247    279.8144      1.3842      1.5713      0.9493 
     2.4500    270.0000      0.0000      1.0000    677.7931   3045.7484     18.1214      1.1753      1.1644   1786.4421    246.1087    280.7748      1.3912      1.5760      0.9496 
     2.4500    280.0000      0.0000      1.0000    677.7931   3047.9465     18.1251      1.1755      1.1648   1787.3466    247.4281    281.6931      1.3978      1.5804      0.9499 
     2.4500    290.0000      0.0000      1.0000    677.7931   3050.0535     18.1286      1.1758      1.1651   1788.2167    248.6889    282.5735      1.4041      1.5847      0.9502 
     2.4500    300.0000      0.0000      1.0000    677.7931   3052.0758     18.1320      1.1760      1.1655   1789.0547    249.8952    283.4183      1.4101      1.5887      0.9505 
     2.4500    310.0000      0.0000      1.0000    677.7931   3054.0195     18.1353      1.1763      1.1659   1789.8629    251.0509    284.2297      1.4159      1.5926      0.9508 
     2.4500    320.0000      0.0000      1.0000    677.7931   3055.8898     18.1385      1.1765      1.1662   1790.6432    252.1595    285.0100      1.4214      1.5964      0.9510 
     2.4500    330.0000      0.0000      1.0000    677.7931   3057.6917     18.1415      1.1767      1.1665   1791.3975    253.2242    285.7611      1.4267      1.6000      0.9513 
     2.4500    340.0000      0.0000      1.0000    677.7931   3059.4294     18.1445      1.1769      1.1668   1792.1274    254.2482    286.4850      1.4318      1.6035      0.9515 
     2.4500    350.0000      0.0000      1.0000    677.7931   3061.1069     18.1473      1.1772      1.1671   1792.8342    255.2352    287.1845      1.4367      1.6068      0.9518 
     2.4500    360.0000      0.0000      1.0000    677.7931   3062.7279     18.1500      1.1774      1.1674   1793.5195    256.1867    287.8602      1.4414      1.6100      0.9520 
     2.4500    370.0000      0.0000      1.0000    677.7931   3064.2958     18.1527      1.1776      1.1677   1794.1844    257.1049    288.5136      1.4459      1.6132      0.9522 
     2.4500    380.0000      0.0000      1.0000    677.7931   3065.8134     18.1553      1.1778      1.1680   1794.8301    257.9919    289.1459      1.4503      1.6162      0.9525 
     2.4500    390.0000      0.0000      1.0000    677.7931   3067.2837     18.1577      1.1779      1.1683   1795.4576    258.8495    289.7583      1.4546      1.6191      0.9527 
     2.4500    400.0000      0.0000      1.0000    677.7931   3068.7093     18.1602      1.1781      1.1685   1796.0678    259.6794    290.3519      1.4587      1.6219      0.9529 
     2.4500    410.0000      0.0000      1.0000    677.7931   3070.0924     18.1625      1.1783      1.1688   1796.6617    260.4833    290.9280      1.4626      1.6247      0.9531 
     2.4500    420.0000      0.0000      1.0000    677.7931   3071.4353     18.1648      1.1785      1.1691   1797.2401    261.2627    291.4873      1.4665      1.6273      0.9533 
     2.4500    430.0000      0.0000      1.0000    677.7931   3072.7401     18.1670      1.1787      1.1693   1797.8038    262.0188    292.0308      1.4702      1.6299      0.9535 
     2.4500    440.0000      0.0000      1.0000    677.7931   3074.0086     18.1691      1.1788      1.1696   1798.3534    262.7529    292.5592      1.4738      1.6324      0.9537 
     2.4500    450.0000      0.0000      1.0000    677.7931   3075.2426     18.1712      1.1790      1.1698   1798.8896    263.4661    293.0734      1.4773      1.6348      0.9539 
     2.4500    460.0000      0.0000      1.0000    677.7931   3076.4437     18.1733      1.1792      1.1700   1799.4130    264.1602    293.5747      1.4807      1.6372      0.9541 
     2.4500    470.0000      0.0000      1.0000    677.7931   3077.6135     18.1752      1.1793      1.1702   1799.9243    264.8356    294.0631      1.4840      1.6395      0.9542 
     2.4500    480.0000      0.0000      1.0000    677.7931   3078.7533     18.1772      1.1795      1.1705   1800.4239    265.4930    294.5392      1.4872      1.6417      0.9544 
     2.4500    490.0000      0.0000      1.0000    677.7931   3079.8646     18.1791      1.1796      1.1707   1800.9123    266.1333    295.0035      1.4904      1.6439      0.9546 
     2.4500    500.0000      0.0000      1.0000    677.7931   3080.9485     18.1809      1.1798      1.1709   1801.3901    266.7572    295.4565      1.4934      1.6461      0.9548 
     2.4500    510.0000      0.0000      1.0000    677.7931   3082.0063     18.1827      1.1799      1.1711   1801.8576    267.3657    295.8987      1.4964      1.6481      0.9549 
     2.4500    520.0000      0.0000      1.0000    677.7931   3083.0390     18.1845      1.1801      1.1713   1802.3153    267.9592    296.3306      1.4993      1.6502      0.9551 
     2.4500    530.0000      0.0000      1.0000    677.7931   3084.0476     18.1862      1.1802      1.1715   1802.7635    268.5384    296.7526      1.5021      1.6521      0.9553 
     2.4500    540.0000      0.0000      1.0000    677.7931   3085.0332     18.1878      1.1803      1.1717   1803.2027    269.1041    297.1652      1.5049      1.6541      0.9554 
     2.4500    550.0000      0.0000      1.0000    677.7931   3085.9967     18.1895      1.1805      1.1719   1803.6332    269.6568    297.5686      1.5075      1.6560      0.9556 
     2.4500    560.0000      0.0000      1.0000    677.7931   3086.9390     18.1911      1.1806      1.1721   1804.0552    270.1968    297.9634      1.5102      1.6578      0.9557 
     2.4500    570.0000      0.0000      1.0000    677.7931   3087.8607     18.1926      1.1807      1.1722   1804.4692    270.7249    298.3496      1.5127      1.6596      0.9559 
     2.4500    580.0000      0.0000      1.0000    677.7931   3088.7628     18.1942      1.1809      1.1724   1804.8754    271.2413    298.7278      1.5152      1.6614      0.9560 
     2.4500    590.0000      0.0000      1.0000    677.7931   3089.6460     18.1957      1.1810      1.1726   1805.2741    271.7469    299.0985      1.5177      1.6631      0.9562 
     2.4500    600.0000      0.0000      1.0000    677.7931   3090.5109     18.1971      1.1811      1.1728   1805.6656    272.2420    299.4618      1.5201      1.6648      0.9563 
     2.4500    610.0000      0.0000      1.0000    677.7931   3091.3582     18.1986      1.1812      1.1729   1806.0501    272.7269    299.8180      1.5225      1.6665      0.9564 
     2.4500    620.0000      0.0000      1.0000    677.7931   3092.1885     18.2000      1.1814      1.1731   1806.4278    273.2019    300.1672      1.5248      1.6681      0.9566 
     2.4500    630.0000      0.0000      1.0000    677.7931   3093.0025     18.2014      1.1815      1.1733   1806.7990    273.6674    300.5097      1.5270      1.6697      0.9567 
     2.4500    640.0000      0.0000      1.0000    677.7931   3093.8006     18.2027      1.1816      1.1734   1807.1638    274.1236    300.8457      1.5292      1.6713      0.9569 
